id,project_id,file_name,file_type,status
1238,54,01153Reid-Leadership-PaperDataInventory.pdf,pdf,SUCCEEDED
1239,55,00763Barnett-Marshall-BoxCoverSheet.pdf,pdf,SUCCEEDED
1240,55,00763Barnett-Marshall-Codebook.pdf,pdf,SUCCEEDED
1241,55,00763Barnett-Marshall-Measures.pdf,pdf,FAILED_LOGIN_REQUIRED
1242,55,00763Barnett-Marshall-MemoOfAgreement.pdf,pdf,SUCCEEDED
1243,55,00763Barnett-Marshall-PaperDataInventory.pdf,pdf,SUCCEEDED
1244,55,00763Barnett-Marshall-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
1245,55,00763Barnett-Marshall-StudyDescription.pdf,pdf,SUCCEEDED
1246,55,00763Barnett-Marshall-Wave1Data.por,x-spss-por,FAILED_LOGIN_REQUIRED
1247,55,00763Barnett-Marshall-Wave1Data.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1248,55,00763Barnett-Marshall-Wave2Data.por,x-spss-por,FAILED_LOGIN_REQUIRED
1249,55,00763Barnett-Marshall-Wave2Data.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1250,55,00763Barnett-Marshall-Wave3Data.por,x-spss-por,FAILED_LOGIN_REQUIRED
1251,55,00763Barnett-Marshall-Wave3Data.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1252,56,00010Angrist-Almquist-Codebook.pdf,pdf,SUCCEEDED
1253,56,00010Angrist-Almquist-Data.por,x-spss-por,FAILED_LOGIN_REQUIRED
1254,56,00010Angrist-Almquist-Data.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1255,56,00010Angrist-Almquist-Measures.pdf,pdf,SUCCEEDED
1256,56,00010Angrist-Almquist-MemoOfAgreement.pdf,pdf,SUCCEEDED
1257,56,00010Angrist-Almquist-StudyDescription.pdf,pdf,SUCCEEDED
1258,57,00023Baumrind-Gauvain-Socialization-CodebookAddendum.pdf,pdf,SUCCEEDED
1259,57,00023Baumrind-Gauvain-Socialization-Data.por,x-spss-por,FAILED_LOGIN_REQUIRED
1260,57,00023Baumrind-Gauvain-Socialization-Data.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1261,57,00023Baumrind-Socialization-BoxCoverSheets.pdf,pdf,SUCCEEDED
1262,57,00023Baumrind-Socialization-MemoOfAgreement.pdf,pdf,SUCCEEDED
1263,57,00023Baumrind-Socialization-PaperDataInventory.pdf,pdf,SUCCEEDED
1264,57,00023Baumrind-Socialization-StudyDescription.pdf,pdf,SUCCEEDED
1265,58,00995Tatum-Assimilation-BoxCoverSheets.pdf,pdf,SUCCEEDED
1266,58,00995Tatum-Assimilation-MeasureForm.pdf,pdf,SUCCEEDED
1267,58,00995Tatum-Assimilation-Measures.pdf,pdf,FAILED_LOGIN_REQUIRED
1268,58,00995Tatum-Assimilation-MemoOfAgreement.pdf,pdf,SUCCEEDED
1269,58,00995Tatum-Assimilation-PaperDataInventory.pdf,pdf,SUCCEEDED
1270,58,00995Tatum-Assimilation-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
1271,58,00995Tatum-Assimilation-StudyDescription.pdf,pdf,SUCCEEDED
1272,59,00938Coser-Mothers-MemoOfAgreement.pdf,pdf,SUCCEEDED
1273,59,00938Coser-Mothers-PaperDataInventory.pdf,pdf,SUCCEEDED
1274,59,00938Coser-Mothers-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
1275,59,00938Coser-Mothers-StudyDescription.pdf,pdf,SUCCEEDED
1276,59,RM2737 Coser,pdf,SUCCEEDED
1277,60,IGO_codebook_v2.1.pdf,pdf,SUCCEEDED
1278,60,IGO_dyadunit_csv_v2.1.zip,x-zip-compressed,SUCCEEDED
1279,60,IGO_dyadunit_stata_v2.1.zip,x-zip-compressed,SUCCEEDED
1280,60,IGO_igounit_v2.1.csv,vnd.ms-excel,SUCCEEDED
1281,60,IGO_igounit_v2.1.zip,x-zip-compressed,SUCCEEDED
1282,60,igo_igounit_v2.sav.tab,tab-separated-values,SUCCEEDED
1283,60,IGO_stateunit_v2.1.csv,vnd.ms-excel,SUCCEEDED
1284,60,IGO_stateunit_v2.1.zip,x-zip-compressed,SUCCEEDED
1285,60,igo_stateunit_v2.sav.tab,tab-separated-values,SUCCEEDED
1286,61,Courts_JPLA.tab,tab-separated-values,SUCCEEDED
1287,61,JPLA_v9.do,x-stata-syntax; charset=US-ASCII,SUCCEEDED
1288,62,APDesignSpellData.tab,tab-separated-values,SUCCEEDED
1289,62,APDesignSpellData.xls,vnd.ms-excel,SUCCEEDED
1290,62,Eventfilecodebook.pdf,pdf,SUCCEEDED
1291,63,00506Stoper-RoleStrain-Codebook.pdf,pdf,SUCCEEDED
1292,63,00506Stoper-RoleStrain-Data.por,x-spss-por,FAILED_LOGIN_REQUIRED
1293,63,00506Stoper-RoleStrain-Data.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1294,63,00506Stoper-RoleStrain-MeasuresForm.pdf,pdf,SUCCEEDED
1295,63,00506Stoper-RoleStrain-Measures.pdf,pdf,SUCCEEDED
1296,63,00506Stoper-RoleStrain-MemoOfAgreement.pdf,pdf,SUCCEEDED
1297,63,00506Stoper-RoleStrain-PaperDataInventory.pdf,pdf,SUCCEEDED
1298,63,00506Stoper-RoleStrain-StudyDescription.pdf,pdf,SUCCEEDED
1299,64,acitem.tab,tab-separated-values,SUCCEEDED
1300,64,cpitem.tab,tab-separated-values,SUCCEEDED
1301,64,Intro.doc,msword,SUCCEEDED
1302,64,NationalMeritDataSupp.doc,msword,SUCCEEDED
1303,64,nmgen.tab,tab-separated-values,SUCCEEDED
1304,64,nmvars.doc,msword,SUCCEEDED
1305,64,obitem.tab,tab-separated-values,SUCCEEDED
1306,64,parq.pdf,pdf,SUCCEEDED
1307,64,twinq.pdf,pdf,SUCCEEDED
1308,64,vpitem.tab,tab-separated-values,SUCCEEDED
1309,65,agencycountdata.tab,tab-separated-values,SUCCEEDED
1310,65,agencycountdata.xls,vnd.ms-excel,SUCCEEDED
1311,65,chapter4.do,plain; charset=US-ASCII,SUCCEEDED
1312,66,cohort1jpart.do,plain; charset=US-ASCII,SUCCEEDED
1313,66,cohort1jpartfy2005scores.tab,tab-separated-values,SUCCEEDED
1314,66,cohort1jpart.tab,tab-separated-values,SUCCEEDED
1315,66,cohort1.zip,x-zip-compressed,SUCCEEDED
1316,66,cohort2jpart.do,plain; charset=US-ASCII,SUCCEEDED
1317,66,cohort2jpartfix.tab,tab-separated-values,SUCCEEDED
1318,66,cohort2jpart.tab,tab-separated-values,SUCCEEDED
1319,66,cohort2jpart.zip,x-zip-compressed,SUCCEEDED
1320,66,gilmourtv.tab,tab-separated-values,SUCCEEDED
1321,67,Ae05Asc.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1322,67,ae05.dct,plain; charset=US-ASCII,FAILED_LOGIN_REQUIRED
1323,67,ae05.do,x-stata-syntax; charset=US-ASCII,FAILED_LOGIN_REQUIRED
1324,67,Aspa05.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1325,67,ecpp05.tab,tab-separated-values,FAILED_LOGIN_REQUIRED
1326,68,veterans00.xls.test,octet-stream,SUCCEEDED
1327,69,violnce2.doc,msword,SUCCEEDED
1328,69,violnce2.tab,tab-separated-values,SUCCEEDED
1329,69,violnce2.txt,plain; charset=US-ASCII,SUCCEEDED
1330,70,CUP2009_replication.tab,tab-separated-values,SUCCEEDED
1331,71,DTrade.csv,vnd.ms-excel,SUCCEEDED
1332,71,Dtrade.tab,tab-separated-values,SUCCEEDED
1333,71,ITrade.doc,plain; charset=US-ASCII,SUCCEEDED
1334,71,ITrade.zip,x-zip-compressed,SUCCEEDED
1335,71,NTrade.csv,vnd.ms-excel,SUCCEEDED
1336,71,Ntrade.tab,tab-separated-values,SUCCEEDED
1337,72,prq1_1_1.tab,tab-separated-values,SUCCEEDED
1338,72,prq1_2.tab,tab-separated-values,SUCCEEDED
1339,72,prq1_3.tab,tab-separated-values,SUCCEEDED
1340,72,prq1_4.tab,tab-separated-values,SUCCEEDED
1341,72,prq1_5.tab,tab-separated-values,SUCCEEDED
1342,72,PRQ1_base_1.tab,tab-separated-values,SUCCEEDED
1343,73,tc2000.csv,vnd.ms-excel,SUCCEEDED
1344,73,tc2000.doc,msword,SUCCEEDED
1345,73,tc2000.rtf,msword,SUCCEEDED
1346,73,tc2000.tab,tab-separated-values,SUCCEEDED
1347,73,tc2000.xls,vnd.ms-excel,SUCCEEDED
1348,73,tc2000.zip,x-zip-compressed,SUCCEEDED
1349,73,tcmanual.doc,msword,SUCCEEDED
1350,73,tcmanual.rtf,msword,SUCCEEDED
1351,74,majors2004.csv,plain; charset=US-ASCII,SUCCEEDED
1352,74,majors2004.tab,tab-separated-values,SUCCEEDED
1353,74,State FAQ.pdf,pdf,SUCCEEDED
1354,74,states2004.csv,plain; charset=US-ASCII,SUCCEEDED
1355,74,states2004.tab,tab-separated-values,SUCCEEDED
1356,74,State_System_Membership_Codebook.pdf,pdf,SUCCEEDED
1357,74,system2004.csv,plain; charset=US-ASCII,SUCCEEDED
1358,74,system2004.tab,tab-separated-values,SUCCEEDED
1359,75,housing1.xls,vnd.ms-excel,FAILED_LOGIN_REQUIRED
1360,76,00629Nadleson-Notman-TuftsAlumni-BoxCoverSheets.pdf,pdf,SUCCEEDED
1361,76,00629Nadleson-Notman-TuftsAlumni-Measures.pdf,pdf,FAILED_LOGIN_REQUIRED
1362,76,00629Nadleson-Notman-TuftsAlumni-MemoOfAgreement.pdf,pdf,SUCCEEDED
1363,76,00629Nadleson-Notman-TuftsAlumni-PaperDataInventory.pdf,pdf,SUCCEEDED
1364,76,00629Nadleson-Notman-TuftsAlumni-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
1365,76,00629Nadleson-Notman-TuftsAlumni-StudyDescription.pdf,pdf,SUCCEEDED
1366,77,Greenhill ISQ Figures R code.R,plain; charset=US-ASCII,SUCCEEDED
1367,77,Greenhill ISQ Replication dataset.csv,plain; charset=US-ASCII,SUCCEEDED
1368,77,Greenhill ISQ Replication dataset.tab,tab-separated-values,SUCCEEDED
1369,77,Greenhill ISQ Replication do file.do,x-stata-syntax; charset=US-ASCII,SUCCEEDED
1370,77,Instructions.txt,plain; charset=US-ASCII,SUCCEEDED
1371,78,ecoascii.zip,zip,SUCCEEDED
1372,78,ecocodeb.zip,zip,SUCCEEDED
1373,78,economics_ascii.txt,plain; charset=US-ASCII,SUCCEEDED
1374,78,economics_doc.doc,msword,SUCCEEDED
1375,78,economics_stata.tab,tab-separated-values,SUCCEEDED
1376,78,economics.zip,zip,SUCCEEDED
1377,78,ecostata.zip,zip,SUCCEEDED
1378,79,2008-04text.pdf,pdf,SUCCEEDED
1379,79,EAF.tab,tab-separated-values,SUCCEEDED
1380,79,EAF.xls,vnd.ms-excel,SUCCEEDED
1381,79,Manual EAF.doc,msword,SUCCEEDED
1382,80,Alliance_v3.03_Coding_Manual.rtf,msword,SUCCEEDED
1383,80,Alliance_v3.03.csv,vnd.ms-excel,SUCCEEDED
1384,80,Alliance_v3.03.tab,tab-separated-values,SUCCEEDED
1385,80,Alliance_v3.03.zip,x-zip-compressed,SUCCEEDED
1386,81,CPS2005_14.tab,tab-separated-values,SUCCEEDED
1387,81,CPS2005.SPS,x-spss-syntax; charset=US-ASCII,SUCCEEDED
1388,82,2009Index_FinalBookv4_FINAL.pdf,pdf,SUCCEEDED
1389,82,2009 Index - Overall Scores.tab,tab-separated-values,SUCCEEDED
1390,82,2009 Index - Overall Scores.xls,vnd.ms-excel,SUCCEEDED
1391,82,2009 Index - Raw Data.tab,tab-separated-values,SUCCEEDED
1392,82,2009 Index - RawData-VariableInformation.xls,vnd.ms-excel,SUCCEEDED
1393,82,2009 Index - Raw Data.xls,vnd.ms-excel,SUCCEEDED
1394,82,Cat1 - Safety & Security.xls,vnd.ms-excel,SUCCEEDED
1395,82,Cat2 - Rule of Law.xls,vnd.ms-excel,SUCCEEDED
1396,82,Cat3 - Participation & HR.xls,vnd.ms-excel,SUCCEEDED
1397,82,Cat4 - Sust Econ Opp.xls,vnd.ms-excel,SUCCEEDED
1398,82,Cat5 - Human Development.xls,vnd.ms-excel,SUCCEEDED
1399,83,Elites_Sistema.tab,tab-separated-values,SUCCEEDED
1400,84,institns.doc,msword,SUCCEEDED
1401,84,institns.tab,tab-separated-values,SUCCEEDED
1402,84,institns.txt,plain; charset=US-ASCII,SUCCEEDED
1403,85,rad2122,tab-separated-values,FAILED_LOGIN_REQUIRED
1404,85,StudyDocumentation,pdf,FAILED_LOGIN_REQUIRED
1405,86,controls_ascii.txt,plain; charset=US-ASCII,SUCCEEDED
1406,86,controls_doc.doc,msword,SUCCEEDED
1407,86,controls_stata.tab,tab-separated-values,SUCCEEDED
1408,86,controls.zip,zip,SUCCEEDED
1409,86,dumascii.zip,zip,SUCCEEDED
1410,86,dumcontrols.zip,zip,SUCCEEDED
1411,86,dumstata.zip,zip,SUCCEEDED
1412,87,SurveyMode_replication.tab,tab-separated-values,SUCCEEDED
1413,88,aea-data.pdf,pdf,SUCCEEDED
1414,88,aea-data.tab,tab-separated-values,SUCCEEDED
1415,88,aea-data.txt,plain; charset=US-ASCII,SUCCEEDED
1416,88,aea-data.zip,zip,SUCCEEDED
1417,88,aea-update.tab,tab-separated-values,SUCCEEDED
1418,88,aea-update.txt,plain; charset=US-ASCII,SUCCEEDED
1419,88,JS-AEA99.doc,msword,SUCCEEDED
1420,88,JS-AEA99.tab,tab-separated-values,SUCCEEDED
1421,88,JS-AEA99.txt,plain; charset=US-ASCII,SUCCEEDED
1422,88,techgrowth.pdf,pdf,SUCCEEDED
1423,88,Update.xls,vnd.ms-excel,SUCCEEDED
1424,89,APR2008_base.tab,tab-separated-values,SUCCEEDED
1425,89,imp1.tab,tab-separated-values,SUCCEEDED
1426,89,imp2.tab,tab-separated-values,SUCCEEDED
1427,89,imp3.tab,tab-separated-values,SUCCEEDED
1428,89,imp4.tab,tab-separated-values,SUCCEEDED
1429,89,imp5.tab,tab-separated-values,SUCCEEDED
1430,90,Census.Zip,octet-stream,SUCCEEDED
1431,90,Dem.Zip,octet-stream,SUCCEEDED
1432,90,drainage.Zip,octet-stream,SUCCEEDED
1433,90,Esridata.Zip,octet-stream,SUCCEEDED
1434,90,Final.mxd,octet-stream,SUCCEEDED
1435,90,hillshade.Zip,octet-stream,SUCCEEDED
1436,90,IDNRinfo.Zip,octet-stream,SUCCEEDED
1437,90,idnr.Zip,octet-stream,SUCCEEDED
1438,90,infousa.Zip,octet-stream,SUCCEEDED
1439,90,info.Zip,octet-stream,SUCCEEDED
1440,90,municipil.Zip,octet-stream,SUCCEEDED
1441,90,naturepres.Zip,octet-stream,SUCCEEDED
1442,90,Peoria Final Report.pdf,pdf,SUCCEEDED
1443,90,peoria.Zip,octet-stream,SUCCEEDED
1444,90,presetmaps.Zip,octet-stream,SUCCEEDED
1445,90,Readme.txt,plain; charset=US-ASCII,SUCCEEDED
1446,90,rumsey.Zip,octet-stream,SUCCEEDED
1447,90,schema.ini,plain; charset=US-ASCII,SUCCEEDED
1448,90,statebndary.Zip,octet-stream,SUCCEEDED
1449,90,streams.Zip,octet-stream,SUCCEEDED
1450,90,streetmap.Zip,octet-stream,SUCCEEDED
1451,90,terraserver.Zip,octet-stream,SUCCEEDED
1452,90,USGSinfo.Zip,octet-stream,SUCCEEDED
1453,90,USGS.Zip,octet-stream,SUCCEEDED
1454,90,wetlandsp.Zip,octet-stream,SUCCEEDED
1455,91,are_0.9-1.tar.gz,x-gzip,SUCCEEDED
1456,91,bayes.out,plain; charset=US-ASCII,SUCCEEDED
1457,91,bayesParty.out,plain; charset=US-ASCII,SUCCEEDED
1458,91,bayesParty.R,plain; charset=US-ASCII,SUCCEEDED
1459,91,bayesParty.RData,x-rlang-transport,SUCCEEDED
1460,91,bayes.R,plain; charset=US-ASCII,SUCCEEDED
1461,91,bayes.RData,x-rlang-transport,SUCCEEDED
1462,91,bayesVote.out,plain; charset=US-ASCII,SUCCEEDED
1463,91,bayesVote.R,plain; charset=US-ASCII,SUCCEEDED
1464,91,bayesVote.RData,x-rlang-transport,SUCCEEDED
1465,91,data.txt,plain; charset=US-ASCII,SUCCEEDED
1466,91,experiment package,warc,SUCCEEDED
1467,91,figure,pdf,SUCCEEDED
1468,91,figure3.R,plain; charset=US-ASCII,SUCCEEDED
1469,91,graph.R,plain; charset=US-ASCII,SUCCEEDED
1470,91,Original Article.pdf,pdf,SUCCEEDED
1471,91,readme.txt,plain; charset=US-ASCII,SUCCEEDED
1472,91,smoothMC.out,plain; charset=US-ASCII,SUCCEEDED
1473,91,smoothMC.R,plain; charset=US-ASCII,SUCCEEDED
1474,91,smoothMC.RData,x-rlang-transport,SUCCEEDED
1475,91,smoothMin.out,plain; charset=US-ASCII,SUCCEEDED
1476,91,smoothMin.RData,x-rlang-transport,SUCCEEDED
1477,91,smooth.R,plain; charset=US-ASCII,SUCCEEDED
1478,91,table2.out,plain; charset=US-ASCII,SUCCEEDED
1479,91,table2.R,plain; charset=US-ASCII,SUCCEEDED
1480,91,table.out,plain; charset=US-ASCII,SUCCEEDED
1481,91,table.R,plain; charset=US-ASCII,SUCCEEDED
1482,92,agesexcensus2000.xls,vnd.ms-excel,SUCCEEDED
1483,92,race00.xls,vnd.ms-excel,SUCCEEDED
1484,93,Questionnaire.doc,msword,SUCCEEDED
1485,93,Raw Data Codebook.xls,vnd.ms-excel,SUCCEEDED
1486,94,InterStateWarParticipantsV 3.0.csv,plain; charset=US-ASCII,SUCCEEDED
1487,94,InterState Wars V 3-0.csv,plain; charset=US-ASCII,SUCCEEDED
1488,95,edattainment.xls,vnd.ms-excel,SUCCEEDED
1489,96,pop19302000.xls,vnd.ms-excel,SUCCEEDED
1490,97,Ae05Asc.por.tab,tab-separated-values,SUCCEEDED
1491,97,ae05.dct,plain,SUCCEEDED
1492,97,ae05.do,plain; charset=US-ASCII,SUCCEEDED
1493,97,ae05.sas,plain; charset=US-ASCII,SUCCEEDED
1494,97,ae05.sps,plain; charset=US-ASCII,SUCCEEDED
1495,97,Aspa05Asc.por.tab,tab-separated-values,SUCCEEDED
1496,97,aspa05.dct,plain,SUCCEEDED
1497,97,aspa05.do,plain; charset=US-ASCII,SUCCEEDED
1498,97,aspa05.sas,plain; charset=US-ASCII,SUCCEEDED
1499,97,aspa05.sps,plain; charset=US-ASCII,SUCCEEDED
1500,97,ecpp05.dct,plain,SUCCEEDED
1501,97,ecpp05.do,plain; charset=US-ASCII,SUCCEEDED
1502,97,ecpp05.por.tab,tab-separated-values,SUCCEEDED
1503,97,ecpp05.sas,plain; charset=US-ASCII,SUCCEEDED
1504,97,ecpp05.sps,plain; charset=US-ASCII,SUCCEEDED
1505,97,NHES_2005_AE_Codebook.pdf,pdf,SUCCEEDED
1506,97,NHES_2005_Appendix_A_Questionnaires.pdf,pdf,SUCCEEDED
1507,97,NHES_2005_ASPA_Codebook.pdf,pdf,SUCCEEDED
1508,97,NHES_2005_ECPP_Codebook.pdf,pdf,SUCCEEDED
1509,97,NHES_2005_Vol_II_ECPP.pdf,pdf,SUCCEEDED
1510,97,NHES_2005_Vol_III_ASPA.pdf,pdf,SUCCEEDED
1511,97,NHES_2005_Vol_I.pdf,pdf,SUCCEEDED
1512,97,NHES_2005_Vol_IV_AE.pdf,pdf,SUCCEEDED
1513,98,candidates1A.csv,plain; charset=US-ASCII,SUCCEEDED
1514,98,candidates1A.tab,tab-separated-values,SUCCEEDED
1515,98,candidates2A.csv,plain; charset=US-ASCII,SUCCEEDED
1516,98,candidates2A.tab,tab-separated-values,SUCCEEDED
1517,98,general2008.csv,plain; charset=US-ASCII,SUCCEEDED
1518,98,general2008.tab,tab-separated-values,SUCCEEDED
1519,98,primaries08full.csv,plain; charset=US-ASCII,SUCCEEDED
1520,98,primaries08full.tab,tab-separated-values,SUCCEEDED
1521,98,wilder13.pdf,pdf,SUCCEEDED
1522,98,wildercodebook.doc,msword,SUCCEEDED
1523,99,AJPS2005_replication.tab,tab-separated-values,SUCCEEDED
1524,100,ceasefires.tc.tab,tab-separated-values,SUCCEEDED
1525,100,ceasefires.tv.tab,tab-separated-values,SUCCEEDED
1526,100,CF Data Notes.pdf,pdf,SUCCEEDED
1527,100,PageFortna.ZIP,zip,SUCCEEDED
1528,101,diplomatic_2006.1.zip,x-zip-compressed,SUCCEEDED
1529,101,Diplomatic_Exchange_2006v1_codebook.pdf,pdf,SUCCEEDED
1530,101,Diplomatic_Exchange_2006v1.csv,vnd.ms-excel,SUCCEEDED
1531,101,Diplomatic_Exchange_2006v1.tab,tab-separated-values,SUCCEEDED
1532,102,Colonial Contiguity v3.0.csv,vnd.ms-excel,SUCCEEDED
1533,102,Colonial Contiguity v3.0.pdf,pdf,SUCCEEDED
1534,102,Colonial Contiguity v3.0.tab,tab-separated-values,SUCCEEDED
1535,102,Colonial Contiguity v3.0.zip,x-zip-compressed,SUCCEEDED
1536,102,Entities.pdf,pdf,SUCCEEDED
1537,103,Intra State War Participants  V 3.0.csv,plain; charset=US-ASCII,SUCCEEDED
1538,103,Intra State War Participants  V 3.0.tab,tab-separated-values,SUCCEEDED
1539,103,Intra-State Wars V 3.0.csv,plain; charset=US-ASCII,SUCCEEDED
1540,103,Intra-State Wars V 3.0.tab,tab-separated-values,SUCCEEDED
1541,104,Berger1.tab,tab-separated-values,SUCCEEDED
1542,104,BergerDataMinus1123.xls,vnd.ms-excel,SUCCEEDED
1543,104,Codebook.pdf,pdf,SUCCEEDED
1544,104,Helen A. Berger-Data PASS Deposit Agreement.pdf,pdf,SUCCEEDED
1545,104,Pagan Census Study.zip,zip,SUCCEEDED
1546,105,APR2004_replication.tab,tab-separated-values,SUCCEEDED
1547,106,GrantKelly_LPI.tab,tab-separated-values,SUCCEEDED
1548,107,codebook3.doc,msword,SUCCEEDED
1549,107,datasetup060907.R,plain; charset=US-ASCII,SUCCEEDED
1550,107,macodepublic1.R,plain; charset=US-ASCII,SUCCEEDED
1551,107,massdta14.Rdata,x-rlang-transport,SUCCEEDED
1552,107,massdta14.tab,tab-separated-values,SUCCEEDED
1553,108,polascii.zip,zip,SUCCEEDED
1554,108,polcodeb.zip,zip,SUCCEEDED
1555,108,politics_ascii.txt,plain; charset=US-ASCII,SUCCEEDED
1556,108,politics_doc.doc,msword,SUCCEEDED
1557,108,politics_stata.tab,tab-separated-values,SUCCEEDED
1558,108,politics.zip,zip,SUCCEEDED
1559,108,polstata.zip,zip,SUCCEEDED
1560,109,CB_cwp.pdf ,pdf,FAILED_SERVER_UNRESPONSIVE
1561,109,chinawar.xls,vnd.ms-excel,FAILED_SERVER_UNRESPONSIVE
1562,109,CodebookChinaWar11.doc,msword,FAILED_SERVER_UNRESPONSIVE
1563,109,DA_cwp.dct,plain; charset=US-ASCII,FAILED_SERVER_UNRESPONSIVE
1564,109,DA_cwp.por,x-spss-por,FAILED_SERVER_UNRESPONSIVE
1565,109,DA_cwp.tab,tab-separated-values,FAILED_SERVER_UNRESPONSIVE
1566,109,loranowbib.shtml,html,FAILED_SERVER_UNRESPONSIVE
1567,110,datafile.tab,tab-separated-values,SUCCEEDED
1568,110,DataFile.xls,vnd.ms-excel,SUCCEEDED
1569,110,DefinitionsFile.xls,vnd.ms-excel,SUCCEEDED
1570,110,indexnums.tab,tab-separated-values,SUCCEEDED
1571,110,indexnums.xls,vnd.ms-excel,SUCCEEDED
1572,110,IndustryOriginsAmerProdResurg_100206.pdf,pdf,SUCCEEDED
1573,110,Weightedgrowth.tab,tab-separated-values,SUCCEEDED
1574,110,Weightedgrowth.xls,vnd.ms-excel,SUCCEEDED
1575,111,apsrdata.dat,plain; charset=US-ASCII,SUCCEEDED
1576,111,apsrdata.tab,tab-separated-values,SUCCEEDED
1577,111,jvsrep52904signatories.txt,plain; charset=US-ASCII,SUCCEEDED
1578,111,jvsrep52904.txt,plain; charset=US-ASCII,SUCCEEDED
1579,111,jvsrhozero.txt,plain; charset=US-ASCII,SUCCEEDED
1580,111,matchimplimpt11805.txt,plain; charset=US-ASCII,SUCCEEDED
1581,111,probittestrep.txt,plain; charset=US-ASCII,SUCCEEDED
1582,111,READMErep.txt,plain; charset=US-ASCII,SUCCEEDED
1583,111,simmonsmatchimp1a.dat,plain; charset=US-ASCII,SUCCEEDED
1584,111,simmonsmatchimp1a.tab,tab-separated-values,SUCCEEDED
1585,111,simmonsmatchimp2a.dat,plain; charset=US-ASCII,SUCCEEDED
1586,111,simmonsmatchimp2a.tab,tab-separated-values,SUCCEEDED
1587,111,simmonsmatchimp3a.dat,plain; charset=US-ASCII,SUCCEEDED
1588,111,simmonsmatchimp3a.tab,tab-separated-values,SUCCEEDED
1589,111,simmonsmatchimp4a.dat,plain; charset=US-ASCII,SUCCEEDED
1590,111,simmonsmatchimp4a.tab,tab-separated-values,SUCCEEDED
1591,111,simmonsmatchimp5a.dat,plain; charset=US-ASCII,SUCCEEDED
1592,111,simmonsmatchimp5a.tab,tab-separated-values,SUCCEEDED
1593,111,simmonsrep4104probit.txt,plain; charset=US-ASCII,SUCCEEDED
1594,111,simmonsrep4104.txt,plain; charset=US-ASCII,SUCCEEDED
1595,111,simmonsrep52804probitlr0.txt,plain; charset=US-ASCII,SUCCEEDED
1596,111,treaties.pdf,pdf,SUCCEEDED
1597,111,varmatnew.dat,plain; charset=US-ASCII,SUCCEEDED
1598,112,ExtraStateWarParticipants.csv,plain; charset=US-ASCII,SUCCEEDED
1599,112,ExtraStateWarParticipants.tab,tab-separated-values,SUCCEEDED
1600,112,ExtraStateWars.csv,plain; charset=US-ASCII,SUCCEEDED
1601,112,ExtraStateWars.tab,tab-separated-values,SUCCEEDED
1602,113,VIOLENE.DOC,msword,SUCCEEDED
1603,113,VIOLNCE1.tab,tab-separated-values,SUCCEEDED
1604,113,VIOLNCE1.TXT,plain; charset=US-ASCII,SUCCEEDED
1605,114,Codebook for Dyadic MID Data.pdf,pdf,SUCCEEDED
1606,114,Codebook for MID Incident Data.pdf,pdf,SUCCEEDED
1607,114,Discussion - MID changes for 3.02.pdf,pdf,SUCCEEDED
1608,114,Discussion - Other MIDs reviewed.pdf,pdf,SUCCEEDED
1609,114,MID3.02.zip,octet-stream,SUCCEEDED
1610,114,MIDA_3.021.csv,vnd.ms-excel,SUCCEEDED
1611,114,MIDA_3.021.tab,tab-separated-values,SUCCEEDED
1612,114,MIDB_3.02.csv,vnd.ms-excel,SUCCEEDED
1613,114,MIDB_3.02.tab,tab-separated-values,SUCCEEDED
1614,114,MIDDyadic_3.02.csv,vnd.ms-excel,SUCCEEDED
1615,114,MIDDyadic_3.02.tab,tab-separated-values,SUCCEEDED
1616,114,MIDI_3.02.csv,vnd.ms-excel,SUCCEEDED
1617,114,MIDI_3.02.tab,tab-separated-values,SUCCEEDED
1618,114,MIDIP_3.02.csv,vnd.ms-excel,SUCCEEDED
1619,114,MIDIP_3.02.tab,tab-separated-values,SUCCEEDED
1620,114,MID_v3.0.associated document.pdf,pdf,SUCCEEDED
1621,114,MID_v3.0.codebook.pdf,pdf,SUCCEEDED
1622,114,MID_v3.0.narratives.pdf,pdf,SUCCEEDED
1623,114,Summary - MID changes for 3.02.pdf,pdf,SUCCEEDED
1624,115,JLS2008a.tab,tab-separated-values,SUCCEEDED
1625,115,JLS2008b.do,x-stata-syntax; charset=US-ASCII,SUCCEEDED
1626,115,JLS2008b.tab,tab-separated-values,SUCCEEDED
1627,116,Energy Consumption 3-0 pub.mdb,msaccess,SUCCEEDED
1628,116,IronSteel Production 3-0 pub.mdb,msaccess,SUCCEEDED
1629,116,Military Expenditure 3-0 pub.mdb,msaccess,SUCCEEDED
1630,116,Military Personnel 3-0 pub.mdb,msaccess,SUCCEEDED
